Transaction_ID,Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Total_Sales
2f7460d5-b824-45ce-be2b-d962b884d960,2023-09-24,West,Product C,Adam Thompson,23,91.7,2109.1
3e96c1d7-c74b-4495-a782-4ba84af27290,2023-06-20,South,Product B,Tracy Luna,40,440.53,17621.2
b251b435-4640-48bd-8537-bfa0fa66e63a,2024-10-14,East,Product D,Craig Howard,21,252.76,5307.96
eb0e6688-61ba-47e9-ab5f-873dfbb9bd21,2023-10-29,South,Product A,Elizabeth Carter,16,373.32,5973.12
e6753707-bf85-4b3f-879b-0c1040d807b2,2024-09-07,South,Product A,Hailey Bradley,45,290.84,13087.8
d0f69606-0e5c-410c-98f8-9c286cf54d32,2024-12-12,East,Product A,Mark Shields,18,498.87,8979.66
ea2bd9bf-033d-4b8a-ab5f-6a8e9ae30feb,2023-01-15,West,Product A,Elizabeth Carter,47,378.68,17797.96
1622d645-137b-46a3-9e95-0f818bdaf5e2,2024-01-08,West,Product D,Jade Young,24,356.42,8554.08
e22c9ad1-9f6b-4f43-add5-f1b272f20d5f,2023-09-09,East,Product A,Teresa Garza,26,391.5,10179.0
3feb6f0a-30c4-4c4e-a686-823e9afb90d0,2024-04-25,South,Product C,Joel Cervantes,25,80.13,2003.25
fa7624de-325b-4edf-bbb8-0f52728bbcd6,2023-01-01,South,Product B,Hannah Lopez,45,110.23,4960.35
f35da28b-9809-4836-90d1-cce76757d0f4,2023-04-24,West,Product A,Anthony Lane,41,359.89,14755.49
766e11df-de2e-43d5-bdea-3518da02fce7,2024-09-05,North,Product C,Briana Jackson,29,252.05,7309.45
d1d28329-7c3c-49c2-858a-edba537ae60d,2024-04-18,North,Product A,Susan Campbell,15,379.77,5696.55
f84b4948-72d3-4a8b-b1c0-614f8dfb94b0,2024-03-27,North,Product D,Ralph Downs,45,60.43,2719.35
9297d188-de0e-4e32-b24a-0172f2478293,2023-06-02,South,Product C,Alexander Riley,1,272.88,272.88
d7d5c774-85b8-48af-962c-e863da8a628f,2024-02-25,South,Product D,Terry Beck,25,195.62,4890.5
3b154e00-0fbf-4b3a-9d92-e5b0ba7f07b9,2023-06-24,West,Product A,Terry Beck,7,233.93,1637.51
12bc2141-3b34-45a7-ac27-2e9912ba4e98,2024-01-16,North,Product C,Adam Thompson,9,305.94,2753.46
52bef70d-1a54-452f-809b-c69b686dba64,2024-05-14,West,Product C,Jade Young,24,256.12,6146.88
0a55102c-9605-4165-8158-ce7d76a3add4,2023-10-18,West,Product C,Jason Perkins,1,274.53,274.53
5822d286-1b81-4af8-a139-da8304b5b815,2024-05-19,West,Product A,Briana Jackson,44,248.32,10926.08
da62be9b-2bfd-452f-99fb-15e74b1b6e97,2023-09-04,East,Product B,Dr. Jonathan Hall DVM,8,210.39,1683.12
2581f168-676e-4a27-85a1-b5323ef49ac1,2024-06-11,North,Product B,Kyle Harrison,24,388.22,9317.28
abdcf8e1-46c9-4a6a-ad50-d4022193d583,2023-05-31,North,Product D,Hannah Lopez,11,15.98,175.78
6f2fb024-f51a-4872-95cb-7a2a1822ae2f,2024-06-17,East,Product B,Tasha Farrell,17,303.24,5155.08
71d3064c-af3b-430b-93c0-c2c7d9fbd564,2024-11-26,East,Product A,Joel Cervantes,8,287.1,2296.8
14a4a302-c897-4289-8aac-d510faea1f34,2024-03-10,North,Product C,Christine Sawyer,35,360.93,12632.55
58113149-416d-4e08-91f9-c339679648c3,2023-10-02,East,Product C,April Aguilar,35,303.52,10623.2
90c63f6b-53ad-4f1f-aefa-3e7d09813551,2024-02-08,West,Product A,Alexander Riley,33,415.13,13699.29
2fe41276-de41-4f57-9cbc-04c7a32a1508,2024-04-19,South,Product C,Kathleen Hall,5,479.95,2399.75
80d7186e-0d1c-47d1-a59c-e2b8484784b0,2023-11-07,West,Product B,Alexander Garcia,42,177.84,7469.28
07c3e764-96dd-4dce-8855-9f844292b893,2024-10-16,North,Product D,Kyle Harrison,39,121.4,4734.6
d7a1b96f-8de6-4965-b3a5-442ba96c1f3a,2024-11-21,East,Product A,Ralph Downs,41,217.56,8919.96
aef5afb6-bf79-418f-a2b4-df85a31ed004,2024-10-22,South,Product C,Craig Howard,28,151.09,4230.52
eeda6904-ac86-45ac-9656-e11b006ba304,2024-12-11,North,Product A,April Aguilar,7,311.33,2179.31
e6fb00b3-f90a-4594-b819-73a6b259fccf,2024-10-25,East,Product B,Adam Thompson,9,456.81,4111.29
b8d2da3e-d670-40f6-a35b-2a440658b86d,2023-09-01,South,Product C,Kathleen Hall,8,78.17,625.36
73e2efe8-4476-4634-aab0-47ebcfd88cfe,2024-04-16,South,Product C,Anthony Lane,12,59.39,712.68
65ec3d8b-f18d-461f-b85c-b99f9220b264,2024-01-26,East,Product C,April Aguilar,34,135.45,4605.3
af076fe4-1464-426a-ad3f-69f0121fbdcf,2023-06-16,South,Product C,Michael Sanchez,33,365.79,12071.07
c9fc5638-f450-4c5b-9c0b-c60097506847,2023-04-24,North,Product A,Susan Cooper,48,300.55,14426.4
f4e80bc3-cf49-42fe-8f88-5ff50ec28a36,2023-01-27,East,Product B,Adam Thompson,23,60.08,1381.84
d69f2076-e48e-4aa2-8388-fdc163b3fa60,2024-07-11,West,Product B,Cameron Morgan,24,460.19,11044.56
df052fd9-6f44-41b6-8a0b-ed4635e42427,2023-09-18,North,Product D,Susan Cooper,37,397.14,14694.18
bc747df3-3410-468b-83d5-9ddd31a91629,2024-03-28,North,Product A,Susan Garner,35,21.28,744.8
979c95af-84ae-4d04-b885-5a2e988bfc84,2024-04-30,East,Product B,Adam Thompson,44,329.17,14483.48
c7679776-3544-469c-a71b-8142bbbc5426,2024-05-25,East,Product A,Paul Martinez,40,387.91,15516.4
4ac632db-032a-4026-9d02-77a2aee9792d,2024-01-15,South,Product A,April Aguilar,22,193.47,4256.34
0ebe3850-6c99-45dc-9c7d-d025b5eef0a2,2023-10-21,North,Product B,David Shelton,27,43.77,1181.79
f9fb6b1c-b39a-4f22-bb2d-9b40856111d3,2024-04-30,South,Product D,Paul Martinez,35,47.89,1676.15
c889b96a-b556-4f83-97a5-f243db3403fa,2024-10-20,North,Product D,Kathleen Hall,1,61.08,61.08
ddccc1b6-a6e7-4640-9f7a-94487f2a9e81,2023-05-20,North,Product D,Amy Thomas,35,421.82,14763.7
54cbc808-6ebc-48bf-bf59-223f28f7e74f,2023-05-31,West,Product C,Carlos Williams,37,456.24,16880.88
3df1aa73-227c-466b-ad8b-4436cb469d03,2023-12-17,North,Product B,Teresa Garza,47,70.18,3298.46
376af02a-e3e7-4a5f-8160-dad0046f57a1,2023-11-10,South,Product C,Robert Clarke,14,125.59,1758.26
071dd297-c6b2-48fb-870c-e7bfcbbfa1ca,2023-10-13,South,Product C,Lisa Murphy,3,91.11,273.33
9d81d1e1-ed5f-4cf0-87c2-24d1720e1e68,2024-06-23,West,Product C,Amy Thomas,1,101.3,101.3
11d4db87-743b-4ebd-965a-8531bc876b09,2024-04-15,South,Product A,Craig Howard,5,420.37,2101.85
fa7b7698-c744-4938-9b59-1e31a68988b4,2024-08-14,East,Product A,Eric Hill,26,172.75,4491.5
7e384351-45b2-4038-9ad1-b1a33b77394d,2024-01-14,West,Product B,Jade Young,14,162.61,2276.54
9940c115-24a4-4f75-9137-ffefa40b04ae,2023-08-28,South,Product B,Susan Garner,39,121.42,4735.38
760f7d64-0378-4cd8-993b-6fc406323de2,2023-07-24,South,Product A,Nicholas Cobb,27,307.87,8312.49
faa8f3c5-6e63-45c6-8208-9793dc4b0558,2023-12-20,East,Product A,Hannah Lopez,9,195.86,1762.74
acaeb175-80c8-4537-8e1f-5fe56b6c997e,2023-01-07,West,Product C,Robert Clarke,15,374.68,5620.2
cf559d97-4b45-4b85-a282-cc2c3f4e610f,2024-05-03,East,Product D,Aaron Cole,15,110.73,1660.95
27364225-cf92-4a33-ab65-f51ecaf7c380,2023-04-04,West,Product D,Briana Jackson,26,396.02,10296.52
89cd23a5-26f8-44a0-a998-71aeb6316c1d,2023-04-23,West,Product D,Eric Hill,42,305.82,12844.44
3b46bcc8-9309-4dbf-93b3-54f25790691d,2024-07-15,North,Product D,Hailey Bradley,13,65.99,857.87
7ed29ad5-8066-452d-a0ba-be4531cc7f43,2023-06-09,South,Product D,Frederick Singh,32,213.11,6819.52
03c1f86a-f8cb-4f09-a06e-27820381d5db,2023-06-08,South,Product C,Michael Sanchez,39,433.12,16891.68
c48a5e43-3dbd-4d70-a940-7bf69ff6e06a,2024-05-19,North,Product B,Mark Shields,49,462.25,22650.25
526f4eae-b683-4682-8519-26f1cd58a490,2024-02-28,East,Product A,Amy Thomas,32,238.19,7622.08
c0fd3fc2-655b-4f9c-b555-695f9515f33b,2023-03-20,North,Product C,Mr. David Hoffman,4,245.61,982.44
d3a0b08a-070c-426c-8550-fc8ab1678db3,2023-05-17,South,Product D,Nicholas Cobb,30,460.04,13801.2
ba32dfe8-86c8-44da-9fcf-02da00aebe1e,2023-03-02,South,Product A,Lisa Murphy,37,297.66,11013.42
ed7dce32-797a-4031-880e-b25dbf7a79d2,2024-06-02,North,Product C,Mr. David Hoffman,23,26.09,600.07
af856bda-1f2e-401d-a02b-374519aa8a0c,2023-12-06,North,Product D,Tracy Luna,39,457.25,17832.75
ff5cf0e3-a4a8-440b-a351-645fcfddddae,2023-05-18,North,Product C,Lisa Murphy,45,131.63,5923.35
ba4124da-8d3a-4374-a071-1d8ea11ff86c,2023-07-22,South,Product A,April Aguilar,15,293.04,4395.6
3249ecfa-d767-47e7-a576-238ab4528590,2023-10-31,North,Product B,Susan Campbell,43,91.1,3917.3
f214837f-59ab-4a38-8732-0c3975b2d6ce,2023-09-02,North,Product D,Eric Hill,29,26.6,771.4
9cda0cd6-c36f-43bd-a596-5157c8963159,2024-12-21,East,Product A,Paul Martinez,36,162.62,5854.32
556cf0b2-8753-47dc-9524-d932ebfaa060,2023-01-18,North,Product A,Alexander Riley,13,392.44,5101.72
f5c77e8b-6c9f-42b1-9599-6ab6bfe2e094,2024-12-15,South,Product B,Jade Young,32,146.02,4672.64
71853e62-0c5c-4508-be0d-d5739f500438,2023-07-23,East,Product C,Eric Hill,7,117.85,824.95
0bfa5817-5788-46cc-8ff4-16b6b0bb3e42,2023-12-20,West,Product B,Susan Campbell,22,114.21,2512.62
c6e9704a-3b7c-4272-96c6-35d872eec3cc,2024-06-04,South,Product B,Carlos Williams,28,262.44,7348.32
8cdefd07-0419-4d7b-93a9-5b78e8b78f93,2024-09-11,South,Product C,Adam Thompson,2,488.02,976.04
2e4d5f4a-2a72-407c-ad1b-1511f0c5703f,2023-02-15,West,Product C,Brandy Perry,42,234.9,9865.8
6ffcb9a4-ba5a-49db-b2c9-21dd239af92f,2023-02-15,South,Product C,Paul Martinez,45,283.08,12738.6
e84f2aa9-2947-46d3-9681-bea8b2ba71a1,2023-09-06,West,Product A,Jason Perkins,6,431.71,2590.26
5493f52e-81ab-4aef-ad55-b20f3faf7bfb,2024-09-06,West,Product A,Susan Campbell,28,272.18,7621.04
2c2498ee-23d1-4e5f-abc1-3108a98f541b,2024-04-13,South,Product D,Frederick Singh,28,100.39,2810.92
8bda5482-7e29-4a63-b746-754542315e96,2023-09-26,North,Product D,Sherri Hicks,44,156.8,6899.2
31dd48aa-98d9-4438-a9ec-13c6061cd3a0,2023-01-10,North,Product B,Alexander Garcia,44,161.87,7122.28
ef36053a-7b01-41f5-8914-7e7d08ce49ff,2024-10-07,West,Product B,Sean Stephens,20,204.69,4093.8
536d0f7e-d664-4a5d-9905-67e777ea1c3d,2023-02-06,East,Product D,David Shelton,30,219.13,6573.9
125af6fa-ce59-4f92-bc59-45ac6fd2ed58,2023-09-18,West,Product B,Tim Alexander,11,401.89,4420.79
b4b049a2-85bc-49b1-b7c6-d9fe593371ee,2024-05-28,West,Product C,Tim Alexander,28,181.2,5073.6
0b61105b-f38a-454c-96f3-5070e8fa02aa,2024-02-26,West,Product A,Carlos Williams,25,239.43,5985.75
96b25f17-a407-4547-bc0f-2ee9a1054075,2024-09-28,North,Product D,Briana Jackson,39,316.24,12333.36
695168ae-5b95-42ea-9c73-cc290eca29d3,2024-12-21,North,Product A,Christine Sawyer,33,195.09,6437.97
74c00582-7a96-4fbf-902b-e13131ffcc9c,2023-07-19,North,Product D,Dr. Jonathan Hall DVM,1,419.92,419.92
1882e5e8-9ef9-49cf-8b61-cd70edf79528,2024-02-01,West,Product A,Mr. David Hoffman,27,297.85,8041.95
509a3364-64d7-4026-9a69-ae3ed19cc456,2024-08-17,East,Product D,Carlos Williams,13,154.08,2003.04
53b583fc-8992-4894-b7c7-fb30b9e5be06,2024-06-15,North,Product A,Ralph Downs,41,359.89,14755.49
efdc85ab-06fe-4159-a1b2-befdfe1a7e0c,2023-03-30,South,Product C,Cameron Morgan,3,268.55,805.65
f95c5868-89cb-4d97-a6e4-98450bdfbeff,2023-01-21,South,Product D,Brandy Perry,39,271.88,10603.32
5239ddb5-c510-4859-9dcb-5ce4d89bdcbc,2023-10-15,South,Product D,David Roberson,6,245.73,1474.38
51e82e08-cf07-45e7-9b31-1e6d290752df,2024-02-12,West,Product D,Chelsea Hall,8,253.54,2028.32
def2e275-5e1e-4e7e-8af2-369be51e7a31,2023-06-03,South,Product C,Mark Shields,27,385.02,10395.54
0866b9b6-74b5-47fa-b50f-c0a9959ceebc,2024-10-31,West,Product A,David Roberson,9,60.46,544.14
dd5d19a0-ed74-4a16-b23a-03957fcdabd1,2023-03-02,South,Product D,Michael Sanchez,37,173.84,6432.08
07294340-d92f-45aa-8a31-d0dc66ab4705,2023-12-13,East,Product A,Joel Cervantes,33,47.0,1551.0
d128ea1c-e69b-4604-b31e-e4217ac4deb0,2023-10-21,West,Product C,Christine Sawyer,42,379.09,15921.78
9a8be477-f452-4920-a69b-1915ea2004d0,2023-03-22,South,Product B,Sherri Hicks,44,143.43,6310.92
46caf1ac-a7f4-4cb8-921e-be611f7c3cdf,2024-03-09,North,Product D,Hannah Lopez,24,449.74,10793.76
50e6a916-a464-4c7f-bd34-94a605c71dac,2024-11-28,West,Product C,Diana Cox,15,268.02,4020.3
2ecefaac-c9fe-436d-b1d9-2a050d5e2ffd,2024-12-13,North,Product A,Alexander Garcia,32,402.37,12875.84
8b9c0cf3-018d-4496-943b-e131cfe0a987,2024-05-08,North,Product D,Chelsea Hall,32,489.68,15669.76
58839f17-7eae-41a2-9e69-39955045df5c,2023-08-26,North,Product A,Kathleen Hall,24,421.5,10116.0
485fe68c-0860-4759-a807-9b46328f1512,2023-08-25,North,Product B,Kathleen Hall,41,434.83,17828.03
e7330187-dfcf-4c97-8480-1aec0d4f5257,2024-12-08,South,Product D,Craig Howard,49,209.91,10285.59
89a269a5-d4e3-410a-8f48-59ec7440c3ac,2023-05-13,South,Product D,Teresa Garza,49,280.34,13736.66
108796c6-2b1c-4b94-b6fc-427824db0e49,2023-10-18,West,Product A,Chelsea Hall,12,134.41,1612.92
568bcaef-bb72-4907-b68b-50b7faeaa794,2023-10-03,West,Product D,David Roberson,39,106.1,4137.9
7cdb38e1-8b50-4540-a0c9-b0b09dcda9aa,2024-04-18,West,Product C,Tasha Farrell,2,257.7,515.4
46ac79d1-90a8-4729-8076-a884e2ad3bbb,2023-12-03,South,Product C,Tasha Farrell,3,301.57,904.71
aed11fe1-b207-408b-95e7-363f7becc8a4,2023-07-01,West,Product B,Alexander Riley,49,176.24,8635.76
f88270c6-59e9-42eb-88e5-e72a1adb00e5,2024-10-07,North,Product C,Tracy Luna,37,289.03,10694.11
11088a21-391a-470e-b37b-a5f2ac762fd1,2024-10-23,South,Product B,Amy Thomas,49,444.86,21798.14
9fb86c06-1df8-40a6-a344-dc0a24945f73,2024-07-04,West,Product A,Nicholas Cobb,17,282.79,4807.43
a143c99f-4dbc-4ca6-bd67-79487e58e008,2024-02-24,North,Product A,Eric Hill,49,363.2,17796.8
a54ed6a2-a87b-4104-a334-74c4afcedfa3,2023-09-12,West,Product B,Sherri Hicks,2,404.6,809.2
70eb5246-0df6-4be2-b8b1-04272ad687e3,2023-09-27,East,Product C,Susan Cooper,2,494.48,988.96
3f22c0e6-9965-492f-bf07-7c3da82a6221,2024-09-19,West,Product C,Chelsea Hall,28,305.57,8555.96
85e62dc2-8590-4fd4-8602-70cd58e15afd,2023-06-23,East,Product B,April Aguilar,23,405.36,9323.28
12de7103-c35d-43ce-8dd8-30750e050c46,2023-08-03,West,Product B,Sean Stephens,37,481.7,17822.9
de5f23e8-9317-409d-b925-f0c0160ad50b,2023-12-15,West,Product A,Kathleen Hall,32,472.76,15128.32
84e60a00-6cb7-4830-9a28-64ef6fd85eef,2023-03-26,South,Product B,Kyle Harrison,33,79.13,2611.29
1f05efae-7ea8-4476-8c7a-9dd2b4be9a5c,2024-07-14,South,Product C,Joel Cervantes,1,209.13,209.13
6f3aed23-77fb-45a5-8517-a9a9f1b62945,2024-12-30,East,Product B,Tim Alexander,19,168.76,3206.44
aaf07fa7-0950-41ba-9732-1a46ab089a56,2024-07-11,South,Product B,Carlos Williams,2,52.59,105.18
4707e626-ab1e-4c04-89ae-e191d486fc9b,2024-11-12,North,Product B,Teresa Garza,44,320.29,14092.76
045241a3-237d-4a3d-a077-3b2ac03fe409,2024-03-09,North,Product A,Hannah Lopez,26,370.59,9635.34
4f90e46f-5c44-4a7b-b10d-080ae26319b8,2024-01-05,East,Product B,Hailey Bradley,32,425.58,13618.56
09141f78-48fe-4f2c-a887-305daed91d58,2023-09-10,North,Product D,Sherri Hicks,6,70.16,420.96
f69ba19f-ee31-44ac-b9c5-81f4bf75785e,2023-12-03,North,Product D,Joel Cervantes,32,439.46,14062.72
7222c95f-af8e-44e3-8673-ac441e4d60ba,2023-08-01,West,Product D,Tracy Luna,4,325.03,1300.12
5ab43546-f14f-45b7-bbb5-0f5ba614c1f3,2024-02-04,South,Product C,Brandy Perry,11,354.93,3904.23
8416778b-d7ce-4fed-8cbf-bdb0989c8c09,2024-10-25,North,Product C,Teresa Garza,17,456.21,7755.57
ee2d2c56-d58c-4b38-914b-41e71430a0af,2023-10-29,North,Product B,Robert Clarke,38,316.13,12012.94
bc978407-9d67-45fd-9b82-784f5d431f01,2024-07-27,South,Product D,Alexander Garcia,24,174.57,4189.68
